Sr_No,SeriousDlqin2yrs,RevolvingUtilization_pct,age,latepayments_Count2yrs,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,NumberOfDependents
86348,0,40.64,58,0,0.478302111,21084,24,8,1
86349,0,2.11,79,0,0.033977348,1500,4,0,0
86350,0,17.20,48,0,0.952023988,2000,10,2,0
86351,0,13.73,50,0,2037,NA,6,1,0
86352,0,8.65,49,0,0.197943445,3500,9,0,0
86353,0,15.63,57,0,0.797155689,2671,15,2,0
86354,0,16.51,52,0,4317,0,5,1,3
86355,0,63.22,48,0,0.620689655,4900,9,1,0
86356,1,33.01,53,0,0.249016522,5083,8,0,2
86357,1,2.15,38,1,2501,NA,18,3,0
86358,0,6.19,70,0,0.206582876,14400,4,1,2
86359,0,100.00,29,0,2,NA,0,0,0
86360,0,1.46,56,0,0.107915526,19366,7,2,1
86361,0,100.00,43,0,0.25214676,1280,2,0,2
86362,0,43.53,40,0,0.251055321,4500,8,0,0
86363,0,82.90,63,0,757,NA,7,1,0
86364,1,23.50,48,0,0.103203612,4650,10,0,1
86365,0,0.51,60,0,13,NA,9,0,NA
86366,0,5.93,63,0,0.220697766,2550,7,0,0
86367,0,100.00,36,0,694,NA,2,0,0
86368,0,2.59,62,0,0.006282935,4933,4,0,0
86369,0,31.59,44,0,0.148514851,1817,5,0,1
86370,0,9.17,76,0,472,NA,7,0,0
86371,0,0.00,61,0,0.417844954,2050,5,0,1
86372,1,105.53,40,4,0.471554994,8700,15,1,0
86373,0,4.78,73,0,5396,NA,8,2,0
86374,0,14.09,55,1,0.374361253,4500,12,1,2
86375,0,0.00,68,0,0.123705867,3766,2,1,1
86376,0,47.08,52,0,0.468191789,6381,9,2,4
86377,0,7.21,62,0,0.429285504,3400,10,2,0
86378,0,12.82,65,0,0.84346035,970,6,0,0
86379,0,71.57,51,0,0.695217464,6000,18,2,0
86380,0,102.05,34,2,0.283176013,1800,4,0,2
86381,0,1.05,64,0,0.173973235,6500,15,2,0
86382,0,1.76,50,0,0.086737824,8150,6,0,1
86383,0,77.26,69,0,0.575106223,4000,18,1,0
86384,0,90.65,41,0,0.327093832,4166,7,0,0
86385,0,3.89,53,5,0.367739478,5250,20,2,2
86386,0,4.42,64,0,0.865737593,2941,8,2,0
86387,1,60.03,81,0,312,NA,3,0,0
86388,1,100.61,32,2,0.651159561,7200,11,3,0
86389,0,100.00,41,0,20,NA,0,0,0
86390,0,100.00,46,0,0.013536379,6500,0,0,0
86391,0,0.05,55,0,2691,NA,10,2,0
86392,0,16.02,62,0,0.356766801,3228,4,1,0
86393,0,14.47,66,0,0.107910302,23500,7,1,2
86394,0,0.00,48,0,0.011108643,4500,5,0,3
86395,0,83.43,63,0,0.444691319,6300,7,2,0
86396,0,11.15,60,0,0.187466667,3749,12,0,0
86397,0,4.62,38,0,0.007596961,2500,2,0,4
86398,0,4.31,71,0,0.185135811,6000,7,1,0
86399,0,9.62,42,0,0.211975062,8500,7,1,3
86400,0,8.15,48,0,1.14822475,2900,7,1,2
86401,0,8.55,38,0,0.469489201,5833,9,2,2
86402,0,19.27,44,1,0.437093818,6000,9,1,0
86403,0,0.12,73,0,0,NA,4,0,0
86404,0,6.74,43,0,0.096648129,6652,4,0,3
86405,0,107.99,25,1,17,NA,2,0,0
86406,0,26.76,76,0,0.291837132,5132,19,0,0
86407,0,1.55,47,0,0.292595132,5833,6,1,3
86408,0,28.87,65,1,0.313040187,15850,18,2,0
86409,0,7.62,49,0,0.205577612,10326,7,1,1
86410,0,53.54,47,0,2614,NA,8,1,0
86411,0,0.00,40,0,535,NA,3,0,0
86412,0,100.00,49,0,3762,NA,3,3,NA
86413,0,12.00,56,0,249,NA,4,0,NA
86414,0,23.49,45,1,4880,NA,14,2,0
86415,0,12.00,59,0,2306,NA,5,1,0
86416,0,3.78,55,0,0.274450983,26000,8,2,1
86417,0,100.00,33,0,1457,NA,2,1,0
86418,0,33.53,51,0,0.553093758,3700,8,2,2
86419,0,19.18,57,0,0.441010725,5500,15,2,0
86420,0,58.23,80,0,0.569008609,3600,16,0,1
86421,0,3.86,49,0,0.393605216,14417,23,1,0
86422,1,4.51,41,0,1.274945011,5000,10,2,1
86423,0,0.00,64,0,0.152083931,24400,10,1,2
86424,0,55.28,44,0,0.170579562,8816,14,1,0
86425,0,0.38,54,0,0.166708323,4000,7,1,0
86426,1,156.30,61,3,0.219760831,5100,7,0,0
86427,0,33.47,40,0,0.550155988,8333,7,2,0
86428,0,100.00,28,0,0.098278734,1800,1,0,0
86429,0,7.92,52,0,0.229044637,4950,11,1,2
86430,0,4.27,58,1,0.296175956,4000,20,2,2
86431,0,8.01,63,0,0.034129693,3808,5,0,0
86432,0,9.95,45,0,0.423657634,10000,6,2,0
86433,0,2.69,62,0,0.007332635,10500,10,0,0
86434,1,25058.33,67,0,0.012748406,8000,1,0,0
86435,0,25.76,52,0,0.843187661,3500,12,1,6
86436,0,47.96,63,0,0.315992647,5439,4,1,0
86437,0,100.00,47,1,0.392036753,11100,9,2,2
86438,0,2.14,45,0,0.173422482,4785,14,1,1
86439,0,48.61,75,0,1106,NA,3,1,0
86440,0,4.44,70,0,0.533740628,3600,19,2,0
86441,0,51.83,72,0,0.067696502,2200,4,0,0
86442,1,100.00,41,0,0.868131868,1000,1,0,5
86443,0,0.88,55,0,0.161967606,6667,19,2,0
86444,0,8.66,52,0,0.062080975,11484,3,1,2
86445,0,1.07,60,2,1632,NA,6,1,0
86446,0,69.34,52,1,0.139799924,7896,10,0,1
86447,0,9.73,49,0,0.057194124,8916,3,0,1
86448,0,44.31,31,0,0.084748858,5474,3,0,2
86449,0,63.83,38,0,0.148069231,26750,10,2,0
86450,0,100.00,63,0,0.567194686,1956,7,1,0
86451,0,10.20,39,0,0.363396624,7583,8,2,4
86452,0,0.00,71,0,1514,NA,9,1,0
86453,0,45.68,58,0,1426,NA,6,0,0
86454,0,26.08,57,0,0.245875412,10000,10,3,1
86455,0,58.52,49,0,0.199678586,7466,7,1,2
86456,1,1.79,66,1,0.913012978,2850,13,4,1
86457,0,12.14,31,0,0.080456407,3417,3,1,0
86458,0,1.43,88,0,0.001999334,3000,2,0,0
86459,0,83.46,76,1,0.493563044,5281,8,0,0
86460,0,11.56,62,1,0.263952893,7811,6,1,0
86461,1,65.88,61,0,42,NA,6,0,0
86462,0,0.10,79,0,0.047762999,8269,7,1,0
86463,0,11.91,35,0,0.457664774,4050,6,1,0
86464,1,76.06,58,0,0.479721622,12500,12,1,0
86465,0,60.31,59,0,108,NA,5,0,0
86466,0,0.76,88,0,0.012239902,2450,8,0,0
86467,1,126.49,60,3,0.29589372,5795,7,1,0
86468,0,45.49,32,0,0.530781317,7000,12,2,2
86469,0,15.35,70,0,0.312609075,4583,22,1,2
86470,0,10.14,53,2,0.461230838,4500,9,1,0
86471,0,3.21,49,0,0.007657945,4700,6,0,1
86472,0,7.85,67,0,0.268589036,17200,21,4,1
86473,0,40.23,49,0,0.271210762,11149,8,0,0
86474,0,99.00,45,4,0.464536058,8416,10,3,0
86475,0,8.73,31,0,0.009918846,2217,2,0,1
86476,0,43.59,52,0,0.406299475,12000,14,2,0
86477,0,4.82,49,0,0.389466508,5866,12,2,1
86478,0,0.00,72,0,0,1587,4,0,0
86479,0,0.36,51,0,0.401643991,10583,29,1,1
86480,0,16.73,77,0,0.04223944,4000,5,0,0
86481,0,68.47,58,1,0.287080465,16416,12,2,0
86482,0,1.57,66,0,0.302603278,13482,9,2,1
86483,0,15.78,77,0,0.364039136,5416,16,2,0
86484,0,0.00,42,0,0.013430726,4243,7,0,0
86485,0,58.69,47,0,0.228697356,4083,6,0,3
86486,0,1.59,59,0,0.253457757,6000,11,1,2
86487,0,13.58,64,0,2698,NA,6,2,0
86488,0,5.02,46,0,0.30414604,9695,3,1,3
86489,0,1.48,76,0,0.0223398,1700,21,0,0
86490,0,100.00,82,0,0,NA,2,0,1
86491,0,4.04,63,0,76,NA,6,0,0
86492,0,100.00,49,0,5370,NA,10,3,2
86493,0,108.18,31,0,0.188051174,8050,8,0,0
86494,0,20.55,47,0,0.352823588,2000,9,1,0
86495,0,6.83,68,0,1151,NA,6,0,0
86496,0,8.15,45,0,3753,NA,8,1,0
86497,1,41.99,38,2,0.437962376,4730,6,0,2
86498,1,100.00,27,4,0.831445703,1500,4,1,0
86499,0,75.98,57,0,0.115954741,11400,8,0,0
86500,0,0.00,71,0,0,NA,12,0,0
86501,0,2.61,26,0,0.070232442,4000,5,0,0
86502,0,8.28,41,0,0.01779065,7250,9,0,0
86503,1,78.70,42,0,0.175853018,8000,4,0,3
86504,0,85.34,54,0,0.685662867,3333,7,2,1
86505,0,4.40,73,0,2861,NA,10,3,0
86506,0,22.96,67,0,0.3005689,6327,15,1,0
86507,0,43.12,47,0,1.228027867,7463,14,1,3
86508,0,10.90,52,0,0.244690447,12194,5,1,4
86509,0,2.88,69,0,105,NA,8,0,0
86510,0,93.53,59,0,0.462995228,13200,14,2,1
86511,0,45.91,29,0,0.234658896,5833,10,0,0
86512,0,14.82,63,0,1.079316077,4210,9,1,0
86513,0,17.29,72,0,0.052912257,12000,2,0,0
86514,0,8.08,26,1,0.663824604,820,4,0,0
86515,0,9.04,72,0,0.050949051,1000,3,0,0
86516,0,19.94,78,0,0.025146199,3419,3,0,0
86517,0,6.39,50,0,0.176832124,17083,9,1,3
86518,0,28.62,48,0,0.477579631,9700,10,2,2
86519,0,1.69,78,0,0.052941931,7800,7,1,1
86520,0,2.03,64,0,0.006189213,3392,6,0,0
86521,0,57.46,64,0,0.478473354,8593,9,2,0
86522,0,78.96,54,0,0.47961852,6500,8,1,0
86523,0,27.68,70,0,1914,NA,23,1,0
86524,0,0.00,76,1,0.014978468,5340,4,0,0
86525,0,100.00,39,0,0.455892731,4250,3,1,3
86526,0,16.89,48,0,2392,NA,3,2,0
86527,0,7.25,79,0,3549,NA,8,2,0
86528,0,2.05,65,0,0.168615385,6499,9,1,1
86529,0,39.94,50,0,5954,NA,13,2,0
86530,0,59.99,36,0,0.36984158,10225,21,2,1
86531,0,87.60,63,0,0.143610253,5500,2,1,1
86532,0,0.00,51,0,0.381044722,8250,10,2,2
86533,0,0.00,66,0,0.433901381,9916,11,4,0
86534,0,0.00,69,0,0.270568632,4800,4,1,0
86535,0,6.22,56,0,0.288738128,3684,6,1,1
86536,1,62.73,61,4,1.962979222,6833,20,7,0
86537,0,9.49,33,0,0.509889155,4600,5,1,1
86538,0,102.77,37,1,0.670195871,5666,9,2,2
86539,0,27.33,50,0,0.301790281,4300,4,0,0
86540,0,5.36,70,0,0.339900714,6445,8,2,1
86541,0,48.81,37,0,0.025353203,5166,6,0,2
86542,0,17.34,42,0,0.555254661,9600,8,2,3
86543,0,0.00,44,0,0.353844677,10416,7,3,1
86544,0,0.00,50,0,0.210175517,4500,9,1,1
86545,0,1.02,60,0,0.231862655,10833,8,4,0
86546,1,95.05,61,0,2574,NA,3,1,0
86547,1,100.00,30,0,0.039973351,1500,1,0,0
86548,0,44.45,36,0,0.484503099,5000,18,1,0
86549,0,25.07,57,0,0.75590904,8926,6,2,2
86550,0,79.06,33,0,0.389180874,7800,13,2,0
86551,0,9.69,81,0,0.456465393,10416,10,3,0
86552,0,57.20,31,0,0.178136977,6000,6,1,0
86553,0,9.03,83,0,0.403932946,6203,22,1,1
86554,1,100.00,27,0,207,0,6,0,0
86555,1,0.00,39,0,0.232806555,6833,9,1,1
86556,0,11.21,62,0,0.124897558,6100,6,1,0
86557,0,37.73,31,0,0.326268465,4670,11,1,1
86558,0,0.16,55,1,0.162440734,4850,11,0,2
86559,0,5.41,65,0,0.630092477,4000,20,2,0
86560,0,17.29,59,0,2311,NA,18,0,1
86561,0,100.00,33,0,0.144226761,2398,4,0,0
86562,0,94.68,54,2,0.389337075,2850,16,0,1
86563,0,0.00,29,0,0.059250137,7307,2,0,2
86564,1,0.00,23,0,0,1500,1,0,0
86565,0,0.13,53,0,1390,NA,12,1,NA
86566,0,12.63,45,0,0.065486954,7741,9,0,0
86567,0,30.49,53,0,0.328474967,12143,17,3,0
86568,0,35.01,56,1,6781,NA,12,4,0
86569,0,0.35,58,0,844,NA,8,1,NA
86570,0,54.06,50,0,0.852050427,6900,11,2,1
86571,0,100.00,58,0,0.36662593,9000,4,1,1
86572,0,0.63,73,0,0.572868072,5358,6,1,1
86573,0,18.44,54,0,0.430959874,5083,13,2,3
86574,0,43.51,47,0,0.326315789,2944,3,0,0
86575,0,95.71,37,0,0.374035281,10883,9,1,2
86576,0,83.36,49,0,1.303719447,4704,10,2,2
86577,0,10.62,30,0,1.058269066,3500,13,2,2
86578,0,6.31,58,1,0.231204819,8299,7,2,2
86579,0,6.26,63,0,0.463314631,4633,6,1,0
86580,0,11.83,63,0,2672,NA,6,1,0
86581,0,18.27,32,0,0.198098257,4416,6,0,1
86582,0,0.00,44,1,0.383446621,2500,14,1,0
86583,0,100.00,36,1,0.634232122,5117,7,2,3
86584,0,4.10,55,0,0.145667198,7523,10,1,1
86585,0,68.19,58,1,0.194742688,2700,12,0,0
86586,0,0.71,77,0,0.143451489,6008,18,0,0
86587,0,6.42,57,0,0.291561125,7500,12,1,3
86588,0,28.80,40,0,0.186120925,15000,13,2,0
86589,0,100.00,50,0,0.283663705,2925,1,1,0
86590,0,4.08,43,0,0.287261819,18000,13,2,4
86591,0,7.74,70,1,0.170430108,3719,10,0,0
86592,0,100.00,65,0,0.165706974,3125,5,1,0
86593,0,3.62,60,0,0.029857992,8238,5,1,0
86594,0,63.44,63,0,0.382934201,4300,6,0,0
86595,0,1.68,40,0,1.278253604,4786,10,2,0
86596,0,0.36,42,0,0.000580159,5170,10,0,0
86597,0,45.29,48,2,0.587227097,4900,11,2,2
86598,0,0.00,42,0,0.147079038,1454,4,0,0
86599,0,79.51,25,0,0.251642388,3500,3,0,0
86600,1,55.86,46,0,0.215330494,5400,3,1,1
86601,0,19.54,40,3,1587,NA,7,0,0
86602,1,82.25,57,3,3418,NA,14,2,0
86603,0,1.55,52,0,0.201662122,7700,13,2,0
86604,0,82.42,55,0,0.373232059,3817,9,1,0
86605,0,1.20,59,0,0.179481076,4200,7,1,1
86606,0,100.00,59,0,1046,0,2,2,2
86607,0,5.01,66,0,937,NA,4,1,0
86608,0,7.60,47,1,1.463562753,1975,14,2,3
86609,0,39.61,50,0,0.406503425,12700,25,2,2
86610,0,3.16,46,0,0.299967395,9200,8,2,3
86611,1,0.00,45,2,0.084254144,2895,2,0,2
86612,0,3.78,64,0,0.562687463,5000,6,2,0
86613,0,4.57,44,1,0.235824899,8200,8,2,0
86614,0,41.90,49,0,0.583132871,7066,11,1,3
86615,0,42.72,55,0,0.138715179,3517,5,0,0
86616,0,0.04,57,0,0.05228422,11666,6,2,1
86617,0,7.34,50,0,0.120537125,6329,3,1,4
86618,0,3.65,64,0,2355,NA,15,2,0
86619,0,58.74,53,0,0.293106193,6280,7,3,0
86620,0,1.36,71,0,10,NA,4,0,0
86621,0,7.44,67,0,0.15261959,3950,10,1,0
86622,0,43.61,41,0,1377,NA,3,1,0
86623,0,0.00,31,1,933,NA,10,1,0
86624,0,22.77,40,0,1635,NA,13,1,3
86625,0,72.59,63,0,0.26817619,5652,4,1,1
86626,0,14.70,42,1,0.329945946,4624,11,0,1
86627,0,37.60,59,0,0.199080092,10000,10,2,1
86628,0,27.35,85,0,0.2827051,1803,7,0,0
86629,0,100.00,61,0,96,NA,8,0,0
86630,0,10.86,49,0,0.01389064,119000,6,2,0
86631,0,57.32,54,0,0.49323181,5909,12,2,1
86632,0,0.77,47,0,0.002848312,16500,22,0,3
86633,0,1.87,70,0,0.106058317,6618,6,0,1
86634,0,22.37,50,0,0.175701736,4666,6,0,0
86635,0,75.41,44,0,0.85885674,2833,6,1,0
86636,0,57.42,43,0,0.923968633,5865,13,1,3
86637,0,0.00,60,0,0,NA,2,0,NA
86638,0,0.00,51,0,0.339732054,5000,8,1,0
86639,0,56.64,52,0,0.306627102,13142,13,2,2
86640,0,0.90,68,0,22,NA,11,0,0
86641,1,53.46,43,2,0.291070893,10000,15,1,1
86642,0,1.40,69,0,0.074493927,4939,13,0,0
86643,0,0.87,62,0,0.164945978,4164,12,2,1
86644,0,33.16,41,0,0.717276901,8930,13,3,1
86645,0,25.18,47,0,33409,NA,6,2,0
86646,0,100.00,32,0,0.743771147,3250,10,1,1
86647,0,5.29,43,1,0.271318733,8583,17,2,4
86648,0,51.10,40,0,0.154057772,15266,9,2,0
86649,1,101.22,37,3,0.333666583,4000,11,0,2
86650,0,25.26,64,1,0.106081644,3600,22,0,0
86651,0,46.70,48,0,0.285349308,11350,10,1,1
86652,0,72.48,53,0,0.22875817,2600,8,0,3
86653,0,1.64,67,0,1603,NA,5,1,0
86654,0,2.54,63,0,0.007332111,6000,12,0,0
86655,0,0.32,66,0,0.001499813,8000,17,0,0
86656,0,15.98,51,0,0.289292423,4790,11,1,0
86657,0,2.39,71,0,1780,NA,6,1,0
86658,0,46.34,63,1,0.206473916,6363,7,1,0
86659,0,92.09,69,1,0.838058626,2080,12,2,0
86660,0,3.93,66,0,0.011906138,8650,4,0,0
86661,0,14.14,57,1,0.27514919,9383,11,2,1
86662,0,0.54,40,0,988,NA,9,1,2
86663,0,7.32,72,0,0.039648569,4438,12,0,0
86664,1,59.54,32,1,0.197901049,2000,6,0,0
86665,0,49.72,33,0,0.102521703,2418,2,0,1
86666,1,97.18,35,0,0.330334833,2000,4,0,0
86667,0,0.00,38,0,1751,NA,4,2,5
86668,0,6.76,84,0,0.009995002,2000,4,0,0
86669,0,5.44,51,0,0.816836633,5000,11,1,1
86670,0,16.27,31,0,0.116941529,2000,2,0,0
86671,0,0.00,30,0,0.552455357,3583,5,2,0
86672,0,0.98,47,0,0.298771779,3500,9,1,2
86673,0,1.50,59,0,0.008189696,10500,17,0,0
86674,0,10.71,51,0,0.356806171,7000,13,2,2
86675,0,35.85,68,0,0.383404149,4000,16,2,0
86676,0,5.01,37,0,69,0,6,0,4
86677,0,0.57,64,0,0.000666556,6000,3,0,0
86678,0,0.84,71,0,0.411646586,4481,9,1,0
86679,0,0.18,63,0,0,4500,4,0,2
86680,0,100.00,66,1,0.007708986,4150,0,0,0
86681,0,65.67,42,0,3068,NA,6,2,0
86682,0,22.75,62,1,0.337892969,8333,9,1,0
86683,1,70.07,37,0,0.313614398,6000,12,0,0
86684,0,12.65,38,0,0.405748802,4800,5,2,0
86685,0,0.00,48,0,0.123276909,14000,4,1,2
86686,1,100.00,48,1,0.288311216,5500,2,1,0
86687,0,52.37,56,0,761,NA,5,0,2
86688,0,11.76,43,0,0.231623773,5400,6,1,3
86689,0,61.88,50,1,0.298634182,5417,10,1,3
86690,0,4.72,33,0,0.446949328,4834,6,1,0
86691,0,2.71,74,0,36,0,9,0,1
86692,0,1.84,79,0,0.132867133,3431,8,0,0
86693,0,45.51,32,0,0.172101881,4200,4,0,0
86694,0,8.00,63,0,0.71027441,4700,9,3,1
86695,0,20.82,67,0,574,NA,7,1,0
86696,0,0.00,52,1,0,5890,4,0,0
86697,0,100.00,35,1,0.489742241,1900,6,0,0
86698,0,22.70,58,0,0.481776765,8779,16,4,0
86699,0,0.39,61,0,0.060598269,11666,6,2,1
86700,0,2.52,64,0,0.420566355,8333,3,1,3
86701,0,97.27,35,0,0.445847805,3166,6,1,0
86702,1,20.38,30,0,0.006997667,3000,2,0,0
86703,0,6.43,67,0,2542,NA,8,1,0
86704,0,10.76,77,0,0.536239933,3600,9,1,0
86705,0,34.34,60,0,0.3696992,10870,11,2,0
86706,0,8.46,63,1,0.189929329,13583,13,2,0
86707,0,66.63,72,0,0.75224955,5000,12,1,0
86708,0,0.40,24,1,0.175941353,3000,3,0,0
86709,0,1.02,42,0,1142,NA,3,1,NA
86710,0,1.55,80,0,0.004429066,7224,10,0,1
86711,0,20.71,54,0,645,1,23,0,0
86712,0,0.51,73,0,0.007279444,9203,11,0,0
86713,0,0.00,28,0,0.271216884,2226,5,0,0
86714,0,1.46,50,0,0.427255278,5209,13,2,1
86715,0,21.31,53,0,525,NA,12,1,0
86716,0,12.90,56,0,0.342557252,4191,12,1,2
86717,0,26.45,42,0,0.312364966,12033,11,2,2
86718,0,18.62,43,0,0.284203442,10400,18,2,2
86719,0,52.60,33,0,0.805297713,8833,11,4,0
86720,0,12.20,74,0,11195,0,7,0,0
86721,0,100.00,76,0,22,NA,2,0,NA
86722,0,3.15,59,0,1319,NA,8,1,0
86723,0,34.76,42,0,0.274431392,4000,9,0,2
86724,0,5.11,60,0,0.078303426,5516,11,0,1
86725,1,75.05,39,1,0.287632105,3500,13,0,0
86726,0,61.17,47,0,0.341309677,8566,6,1,3
86727,0,58.06,40,0,0.488590604,2234,11,0,1
86728,0,12.84,38,0,1719,NA,7,1,0
86729,0,10.95,56,0,0.10466761,2120,12,0,0
86730,0,1.95,32,0,0.005999,6000,5,0,0
86731,0,0.00,66,0,69,NA,5,1,0
86732,0,91.52,40,0,0.236101853,7500,10,0,3
86733,0,1.64,69,0,0.980009995,2000,14,2,0
86734,0,1.10,40,0,0.273413589,4900,16,2,2
86735,0,39.21,42,0,0.357014925,5024,18,0,0
86736,0,71.03,48,0,0.218918739,15000,10,6,0
86737,0,5.08,69,0,0.017107309,4500,5,0,0
86738,0,100.00,43,0,0,2250,1,0,0
86739,0,11.86,54,0,0.072372865,10362,8,1,0
86740,0,1.96,80,0,29,NA,5,0,NA
86741,0,50.14,60,0,0.489978779,4240,11,0,0
86742,1,100.00,49,0,93,NA,0,0,0
86743,0,31.71,60,0,0.513599731,5955,6,1,2
86744,0,0.00,83,0,0,2940,6,0,0
86745,0,100.00,24,0,0.121043865,1800,3,0,0
86746,0,16.54,48,0,0.485075392,9748,11,3,0
86747,0,0.00,56,0,0.278712158,2080,4,0,0
86748,0,3.77,61,0,0.001713796,3500,1,0,0
86749,0,4.49,50,1,5429,NA,13,2,0
86750,0,14.70,56,1,0.114401077,3714,6,0,0
86751,0,4.24,56,0,0.223996724,4883,6,1,2
86752,0,3.31,85,0,0.007098801,8592,8,0,1
86753,0,4.76,46,0,0.378564405,3050,9,1,1
86754,1,101.74,39,2,0.75369155,4875,17,1,1
86755,0,47.72,65,0,0.505876162,5700,9,1,0
86756,0,95.55,72,0,0.314553246,6300,6,1,1
86757,0,2.31,40,0,0.002184837,4576,1,0,2
86758,0,45.38,51,0,0.599668325,6029,4,2,3
86759,0,92.82,30,1,0.027000777,5147,1,0,3
86760,0,77.96,52,0,0.921781831,2850,8,1,0
86761,0,5.50,49,0,0.20835606,9166,5,1,0
86762,0,100.00,56,0,0.258056928,4250,2,1,0
86763,0,64.59,30,0,0.473379908,4150,12,0,2
86764,0,30.39,39,0,0.322552191,3400,5,1,0
86765,0,80.09,58,0,1.114338235,2719,10,1,0
86766,0,3.24,41,0,0.296418175,7900,8,2,2
86767,0,15.87,25,0,0.570214893,2000,7,1,0
86768,0,11.97,39,0,0.041525684,3250,13,0,1
86769,0,100.00,32,0,0.125272331,1835,3,0,0
86770,0,0.00,54,0,0.116294568,3000,9,0,0
86771,0,4.67,51,0,0.27039096,10972,11,2,3
86772,0,0.52,75,0,0.374643875,701,8,0,0
86773,0,22.81,44,0,0.337036523,7200,8,1,2
86774,0,1.18,60,0,2696,NA,15,2,0
86775,0,18.51,45,0,4600,NA,12,1,0
86776,0,6.30,64,0,0.054270754,18333,6,1,0
86777,0,1.26,74,0,2062,NA,12,1,0
86778,0,3.00,79,0,0.486681066,8333,13,3,1
86779,0,0.00,49,0,0.171565687,5000,8,0,0
86780,0,23.46,54,0,0.084742745,5616,10,0,1
86781,0,49.44,31,0,0.502474431,3030,7,1,0
86782,0,4.43,48,0,0.20770839,11000,8,2,1
86783,0,41.64,43,0,0.303757499,6333,10,1,2
86784,0,2.37,36,0,0.217104089,5600,9,1,0
86785,0,5.42,67,0,3138,NA,11,1,NA
86786,0,100.00,73,0,0.182944968,2016,3,0,0
86787,0,8.53,55,1,0.290701616,8850,10,2,0
86788,0,58.65,63,0,0.108711303,4166,4,0,0
86789,1,0.00,28,0,0.011997001,4000,1,0,0
86790,0,58.35,24,0,0.745271122,792,4,0,0
86791,0,18.11,71,0,0.129519353,4701,4,0,0
86792,1,70.14,48,2,0.331333733,5000,14,1,1
86793,0,3.43,72,0,0.068641618,6919,12,0,0
86794,0,100.00,47,1,0.313368549,12304,3,2,2
86795,0,33.23,44,0,0.411485707,7800,11,1,0
86796,0,5.65,40,0,0.323191201,14000,12,1,0
86797,0,9.69,42,0,0.128643766,7306,7,0,1
86798,0,6.58,78,0,1006,NA,3,1,NA
86799,1,100.00,41,4,0.515566981,3500,6,0,3
86800,1,85.94,43,0,0.216956683,2700,5,0,0
86801,0,87.61,46,5,1.13494262,2526,15,1,2
86802,0,39.20,38,1,0.342135858,6020,7,2,3
86803,0,4.74,67,0,0.208029197,4383,9,1,0
86804,0,84.02,44,3,0.942725351,5202,11,1,1
86805,1,34.93,60,0,0.265962005,7000,14,0,2
86806,0,79.25,37,0,1210.5,1,6,1,3
86807,0,55.91,47,0,0.82811459,1500,8,0,1
86808,0,67.93,47,0,0.153127015,6203,16,0,2
86809,0,54.52,65,0,0.849878589,7000,14,2,0
86810,0,96.45,48,0,2756,NA,8,1,0
86811,0,101.82,33,1,0.245297704,7708,6,0,1
86812,0,18.38,40,0,0.197341702,5416,6,1,0
86813,0,101.96,55,1,1.410407588,3900,12,2,0
86814,0,3.55,69,0,0.15928024,3000,4,2,0
86815,0,100.00,31,0,0.457954232,3626,5,1,1
86816,0,10.49,48,0,760,NA,5,2,0
86817,0,0.80,68,0,4,NA,2,0,NA
86818,0,86.37,28,0,0.171306747,3986,3,0,0
86819,0,13.28,61,0,0.030567062,7000,7,1,1
86820,0,89.14,57,1,0.209708208,11000,5,2,0
86821,0,42.97,59,3,0.20162432,13420,13,2,2
86822,0,100.00,53,0,0.061986225,4500,5,0,1
86823,0,0.05,70,0,482,NA,12,0,NA
86824,0,206.06,57,0,1.825508607,3833,7,2,0
86825,0,100.00,38,0,1.162330905,960,4,1,3
86826,0,1.90,65,0,0.262410103,5700,5,1,0
86827,0,2.49,45,0,0.900860118,2208,14,2,3
86828,0,36.08,36,0,0.305517431,3642,18,0,1
86829,0,2.08,65,0,2474,NA,2,1,NA
86830,0,1.67,45,0,0.68703138,3600,18,2,2
86831,0,96.12,65,1,0.071369064,3600,6,0,0
86832,0,46.07,63,0,0.359491241,8333,7,2,0
86833,0,100.00,40,0,0.193246826,21500,5,1,2
86834,0,49.59,60,0,0.509457545,12000,22,2,0
86835,1,156.69,21,1,0.037533512,1118,4,0,0
86836,0,1.38,62,0,12,NA,2,0,0
86837,0,59.58,44,0,0.29949604,8333,11,2,0
86838,0,4.46,49,0,1362,NA,14,1,0
86839,0,0.00,81,0,0,3522,4,0,1
86840,0,0.23,69,0,1435,NA,8,1,1
86841,0,12.94,58,0,0.615096226,4000,4,1,0
86842,0,54.99,42,0,512,NA,4,0,0
86843,0,37.22,72,0,0.446611409,2050,8,1,0
86844,0,90.43,34,0,0.291003332,2700,9,0,0
86845,0,33.71,51,0,526,NA,9,0,3
86846,1,105.15,65,0,0.555555556,1133,5,0,0
86847,0,27.91,50,0,0.21941397,7200,15,0,1
86848,0,5.16,48,0,1296,NA,7,1,NA
86849,0,5.95,44,0,0.048496969,16000,14,0,0
86850,0,6.42,61,0,0.026605944,4171,7,0,0
86851,0,0.95,63,0,0.00079766,11282,8,0,1
86852,0,1.06,77,0,0.191386736,5804,10,2,0
86853,0,28.56,64,0,0.140276121,5866,7,0,0
86854,0,92.40,57,0,0.560370592,6691,10,1,3
86855,0,1.57,51,5,1.08700502,3585,16,2,2
86856,0,87.73,44,2,2428,NA,8,1,4
